subject,action,spot,state,year,page,url
train,crash,crossing,MICHIGAN,2023,5,['https://www.mlive.com/news/ann-arbor/2023/11/washtenaw-county-leaders-take-stance-against-building-giant-fence-along-huron-river.html']
train,crash,crossing,MICHIGAN,2024,1,"['https://www.mlive.com/news/kalamazoo/2024/08/train-crash-kills-driver-pulling-into-his-driveway-in-southwest-michigan.html', 'https://www.abc12.com/news/local/train-vs-truck-crash-ties-up-traffic-in-bay-county-no-injuries/article_59e3e196-45eb-11ef-8cb4-e34d6573a670.html', 'https://www.trains.com/trn/news-reviews/news-wire/runaway-car-on-short-line-strikes-norfolk-southern-train-causing-derailment-in-michigan/', 'https://patch.com/michigan/across-mi/2-dead-crash-amtrak-train-southeast-mi-police', 'https://www.13abc.com/2024/08/02/train-derails-adrian-leaking-pressurized-carbon-dioxide/', 'https://www.cbsnews.com/detroit/news/michigan-fatal-amtrak-train-incident-royal-oak/', 'https://www.wsbtv.com/news/local/bartow-county/watch-driver-escapes-seconds-before-train-crashes-into-semi-truck-bartow-county/2VWFSD6XKNDBBGC372VRCRR4TQ/', 'https://thecountypress.mihomepaper.com/articles/train-and-vehicle-collide-friday-night-at-railroad-crossing-on-m-24-2/', 'https://www.heraldpalladium.com/communities/stevensville/stevensville-man-dies-after-car-train-collision/article_ca730eae-0d4d-57d7-96f9-b4615d2e172b.html', 'https://www.wilx.com/video/2024/08/01/train-derails-adrian-releasing-pressurized-carbon-dioxide/']"
train,crash,crossing,MICHIGAN,2024,2,"['https://www.wthitv.com/news/teen-killed-2-injured-after-train-crashes-into-car-in-knox-county/article_5f0a3fd2-2695-11ef-ae03-d7d3284aef3c.html', 'https://www.woodtv.com/news/kalamazoo-county/stopped-train-blocks-streets-in-vicksburg/', 'https://www.mlive.com/news/flint/2024/10/two-dead-after-truck-fails-to-stop-at-railroad-crossing-in-lapeer-police-say.html', 'https://www.wsbt.com/news/local/train-crash-vehicle-police-investigation-accident-main-street-closed-re-opened-marcellus-michigan', 'https://www.wtol.com/article/news/local/adrian-michigan-train-derailment-road-closure/512-ae03a7ad-b39c-4ebf-a3ef-f7b971d90e64', 'https://www.abc12.com/news/local/two-hospitalized-after-a-car-is-hit-by-a-train-in-bridgeport-township/article_606d7a24-42f1-11ef-ae95-0b5ab7282a63.html', 'https://www.abc12.com/news/local/train-hits-pickup-truck-pushes-it-down-the-tracks-in-bay-county/article_0ad960f4-03f0-11ef-8396-0732a04dd696.html', 'https://www.mlive.com/news/kalamazoo/2024/06/man-in-wheelchair-dies-after-being-struck-by-train.html', 'https://www.abc12.com/news/local/two-vehicles-damaged-during-crash-with-train-in-saginaw-township/article_599a67bc-cc0d-11ee-a455-9b2df5c5da01.html', 'https://www.abc12.com/news/regional/one-person-taken-to-hospital-after-a-train-crashes-into-a-snowmobile/article_029b7b44-b3e0-11ee-91bf-8bdf3e2d64b0.html']"
train,crash,crossing,MICHIGAN,2024,3,"['https://www.lakemchenryscanner.com/2024/07/24/1-hospitalized-after-car-strikes-metra-train-damages-railroad-crossing-arm-in-grayslake/', 'https://www.cbsnews.com/detroit/news/62-year-old-michigan-man-killed-crosses-center-line-crash/', 'https://www.gmtoday.com/oconomowoc_enterprise/news/victim-identified-in-oconomowoc-train-accident/article_3a0bafce-63c9-11ef-84aa-4390dea2e02d.html', 'https://www.audacy.com/wwjnewsradio/news/local/pontiac-man-struck-killed-by-amtrak-train-in-royal-oak', 'https://www.niagara-gazette.com/news/local_news/car-struck-by-amtrak-train-in-north-tonawanda/article_59467a6a-b477-11ee-8330-dfbaae810600.html', 'https://www.wtol.com/article/news/local/23-year-old-findlay-killed-hancock-county-crash-train/512-35efa56a-6eba-4626-9052-8d237764bc68', 'https://wgntv.com/northwest-indiana/beautiful-inside-and-out-family-wants-answers-after-young-journalist-struck-killed-at-hegewisch-train-station/', 'https://www.gmtoday.com/oconomowoc_enterprise/news/bicyclist-killed-in-oconomowoc-on-tuesday/article_38483dc2-5f34-11ef-a5d5-e3651d0fa0f8.html', 'https://www.argus-press.com/news/article_15137b84-34d5-11ef-9497-776a12a86358.html', 'https://www.nationalguard.mil/News/Article-View/Article/3812967/michigan-guard-engineers-train-on-wet-gap-crossing/']"
train,crash,crossing,MICHIGAN,2024,4,"['https://www.floridatoday.com/story/news/2024/06/02/pedestrian-killed-by-train-near-rural-neighborhood/73948356007/', 'https://wsbt.com/news/local/28-year-old-stevensville-man-dead-after-car-struck-by-train-in-lincoln-township-st-joseph-ave-meijer-michigan', 'https://www.msn.com/en-us/news/us/person-killed-after-train-crash-in-monroe-county-csx-says/ar-AA1qVgRJ', 'https://countryherald.com/news/watseka-woman-child-survive-train-collision-in-iroquois-county/', 'https://www.abc12.com/news/local/14-year-old-dies-after-crash-involving-another-14-year-old-driver/article_d5bcaf8c-799e-11ef-9cbd-6faed2ee42b3.html', 'https://www.woodtv.com/news/kalamazoo-county/kalamazoo-leaders-to-consider-closing-some-train-crossings/', 'https://www.abc12.com/news/local/16-year-old-dead-another-injured-after-hitting-a-tree-in-clio/article_ab5a12e6-2d6a-11ef-ac4e-a7caefe118cb.html', 'https://wgntv.com/news/southwest-suburbs/train-collides-with-semi-trailer-in-plainfield/', 'https://abc7.com/post/east-palestine-train-derailment-spread-hazardous-pollution-16/14977367/', 'https://www.cbsnews.com/detroit/news/39-year-old-michigan-woman-critically-injured-hit-by-car-crossing-canton-street/']"
train,crash,crossing,MICHIGAN,2024,5,"['https://www.cbsnews.com/detroit/news/39-year-old-michigan-woman-critically-injured-hit-by-car-crossing-canton-street/', 'https://www.michiganlegalcenter.com/2024/08/03/berrien-co-mi-man-loses-life-in-crash-on-st-joseph-ave/', 'https://www.woodtv.com/news/kalamazoo-county/kalamazoo-begins-process-with-mdot-to-close-train-crossings/', 'https://www.clickondetroit.com/news/local/2024/06/13/1-killed-others-hurt-when-semi-truck-crosses-i-75-median-in-construction-zone-hits-cars/', 'https://www.cbsnews.com/detroit/news/19-year-old-michigan-woman-baby-killed-crash-monroe-county/', 'https://www.cbsnews.com/detroit/news/32-year-old-michigan-man-dies-utility-pole-rollover-crash-monroe-county/', 'https://patch.com/michigan/royaloak/man-hit-killed-train-oakland-county-police', 'https://www.abc12.com/news/state/21-year-old-michigan-motorcyclist-injured-after-traveling-over-150-mph-crashing-into-car-on/article_f0373413-3ed4-5590-b24d-511fba44e8ec.html', 'https://abcnews.go.com/US/4-killed-hot-air-balloon-crash-arizona-police/story?id=106367752', 'https://www.wftv.com/rss-snd/police-1-person-hit-killed-by-train-daytona-beach/M5URIVSZTVDVTMOOO3FLBOTXCA/']"
train,crash,crossing,MICHIGAN,2024,6,"['https://www.foxnews.com/us/recent-college-graduate-killed-oncoming-train-chicago-beautiful-soul', 'https://www.cbsnews.com/detroit/news/sterling-heights-woman-killed-head-on-crash/', 'https://www.cbsnews.com/detroit/news/michigan-man-dies-pedestrian-gratiot-eastpointe/', 'https://www.msn.com/en-us/news/crime/1-killed-following-collision-with-train-in-boynton-beach/ar-AA1rlt4Z?ocid=BingNewsSerp', 'https://countryherald.com/news/lake-county-in-train-pedestrian-accident-claims-life-of-local-resident/', 'https://www.nwitimes.com/news/local/crime-courts/mark-terry-south-shore-train-truck-crash/article_6e0f88b4-274b-11ef-8bfa-a35ad7093d80.html', 'https://www.mlive.com/news/flint/2024/06/16-year-old-dead-another-teen-injured-after-vehicle-hits-tree-in-clio.html', 'https://www.aol.com/death-investigation-underway-bicyclist-dies-233536285.html', 'https://www.abc12.com/news/crime/police-investigating-a-deadly-crash-involving-an-mta-bus-in-flint/article_05562112-b4cc-11ee-a430-e7ab02b6f16b.html', 'https://wbsm.com/lakeville-crash-myricks-street/']"
train,crash,crossing,MICHIGAN,2024,7,"['https://www.abc12.com/news/mdot-mdnr-hope-for-federal-grant-funding-to-study-wildlife-crossing-spots/article_5415017c-7788-11ef-9783-2353c3bcf045.html', 'https://www.michiganlegalcenter.com/2024/05/29/traverse-city-mi-car-crash-on-w-south-airport-rd-at-crossing-circle/', 'https://www.msn.com/en-us/news/crime/police-suspect-speeding-contributed-to-southwest-michigan-fatal-crash/ar-AA1rXNau?ocid=BingNewsSerp', 'https://www.mlive.com/news/ann-arbor/2024/08/frustrated-over-dangerous-roads-ann-arbor-enters-negotiations-with-mdot.html', 'https://www.themirror.com/news/us-news/amazon-drivers-van-split-half-352326', 'https://www.msn.com/en-us/news/us/update-man-killed-by-nj-transit-train-near-jersey-shore-station/ar-AA1rY25f?ocid=BingNewsVerp', 'https://www.mlive.com/news/jackson/2024/09/new-project-to-improve-lake-access-on-busy-jackson-county-trail.html', 'https://abc7chicago.com/nebraska-tornado-damage-confirmed-near-omaha-funnel-clouds-spotted-in-eastern-part-of-state-as-severe-storms-tear-through/14738259/', 'https://rollingout.com/2024/09/01/survival-20-year-old-man-survives-train/', 'https://countryherald.com/news/hobart-police-investigate-train-vs-pedestrian-incident-on-41st-wisconsin/']"
train,crash,crossing,MICHIGAN,2024,8,['https://headtopics.com/us/police-respond-to-fatal-train-crash-in-sinton-community-54934151']
train,crash,crossing,MINNESOTA,2010,120,[]
train,crash,crossing,MINNESOTA,2011,121,[]
train,crash,crossing,MINNESOTA,2012,1,"['https://www.kare11.com/article/news/local/minn-supreme-court-denies-new-trial-in-train-car-crash/89-359290432', 'https://www.cbsnews.com/minnesota/news/driver-airlifted-after-truck-hit-by-train/', 'https://www.mankatofreepress.com/news/local_news/train-collides-with-mndot-plow-near-kiester/article_2ac549a3-8acc-5d12-abb6-cc381aed79f4.html']"
train,crash,crossing,MINNESOTA,2013,1,['https://www.twincities.com/2013/02/11/ntsb-blames-crew-error-for-2010-train-crash-in-northeastern-minnesota/']
train,crash,crossing,MINNESOTA,2014,1,"['https://www.cbsnews.com/minnesota/news/man-hurt-in-pickup-train-crash-near-grand-forks/', 'https://cdllife.com/2014/video-train-wreck-mer-rouge-la/', 'https://www.mankatofreepress.com/news/local_news/train-derails-near-mankato/article_3200eac4-7653-11e4-82c8-73f5deb1dc0a.html', 'http://www.sctimes.com/story/news/local/minnesota/2014/07/24/brooten-man-hurt-pickup-train-crash-near-grand-forks/13098911/', 'https://www.kare11.com/article/news/2-northstar-commuter-trains-hit-car-in-elk-river/89-107582743', 'https://www.cbsnews.com/minnesota/news/dodge-center-man-dies-after-car-collides-with-train/', 'https://www.startribune.com/the-drive-why-highway-cable-barriers-aren-t-always-centered/250544291', 'https://omaha.com/news/14-cattle-killed-10-injured-after-train-cattle-truck-collide/article_add9ce18-e1de-11e3-ada9-0017a43b2370.html']"
train,crash,crossing,MINNESOTA,2015,1,"['https://www.parkbugle.org/mndot-proposes-25-million-project-to-enhance-safety-at-como-railroad-crossing/', 'https://www.fox6now.com/news/derailment-of-rail-car-forced-st-francis-fire-officials-to-rely-on-other-departments-for-help', 'https://www.wspynews.com/news/local/truck-driver-involved-in-amtrak-accident-near-somonauk-knocked-down-power-lines-in-dekalb/article_19545816-729d-11e5-b72f-0bfa9e92bef9.html']"
train,crash,crossing,MINNESOTA,2016,1,"['https://www.fox9.com/news/sheriff-woman-killed-by-train-in-anoka-slipped-in-snow-while-crossing-tracks', 'https://www.gwinnettdailypost.com/local/train-crashes-into-truck-in-norcross-driver-cited/article_ff21cacf-b9ec-56ff-abe4-7ceb084df592.html']"
train,crash,crossing,MINNESOTA,2017,1,"['https://www.cbsnews.com/minnesota/news/train-car-accident-maple-lake/', 'https://www.duluthnewstribune.com/news/collision-as-case-study-are-stop-signs-enough-at-rural-railroad-crossings', 'https://www.journal-news.com/news/hamilton-seeks-quiet-zones-for-rail-crossings/u0ASvNS9CVahhysADDSJjO/']"
train,crash,crossing,MINNESOTA,2018,1,"['https://www.nbcnews.com/news/us-news/train-carrying-gop-lawmakers-retreat-hits-trash-truck-n843311', 'https://wset.com/news/local/train-carrying-gop-lawmakers-collides-with-truck-in-charlottesville/?afkj', 'https://www.nbcnews.com/news/us-news/truck-hit-train-carrying-lawmakers-entered-tracks-after-gates-down-n850101', 'https://www.startribune.com/most-hated-bridge-in-minneapolis-was-an-ugly-deadly-road-hazard/482395592']"
train,crash,crossing,MINNESOTA,2019,1,"['https://www.pipestonestar.com/articles/semi-collides-with-train/', 'https://www.cbsnews.com/minnesota/news/it-was-just-a-mistake-family-devastated-teen-killed-by-train/', 'https://www.carscoops.com/2019/09/chevy-equinox-driver-makes-illegal-u-turn-in-railway-gets-hit-by-oncoming-train/', 'https://bringmethenews.com/minnesota-news/victim-in-train-pedestrian-crash-identified-as-13-year-old-boy', 'https://www.kvrr.com/2019/08/01/man-killed-after-pickup-hit-by-train-near-perham-identified/', 'https://www.newspapers.com/article/the-argus-niles-train-death/39607522/']"
train,crash,crossing,MINNESOTA,2020,1,['https://bringmethenews.com/minnesota-news/vehicle-goes-off-bridge-i-35-bridge-while-using-cruise-control']
train,crash,crossing,MINNESOTA,2021,1,"['https://bringmethenews.com/minnesota-news/train-hits-kills-man-walking-bike-on-railroad-bridge-in-minnetonka', 'https://www.nj.com/news/2021/05/trapped-on-the-tracks.html', 'https://www.valleynewslive.com/2021/02/19/fargo-man-sentenced-for-attempting-to-derail-a-train/', 'https://bringmethenews.com/minnesota-news/train-derailment-in-albert-lea-spilled-40000-gallons-of-corrosive-acid', 'https://kaukaunacommunitynews.com/2021/12/16/kaukauna-man-dead-in-crash-the-led-to-train-derailment/', 'https://bringmethenews.com/minnesota-news/train-hits-kills-pedestrian-in-buffalo']"
train,crash,crossing,MINNESOTA,2022,1,"['https://www.kansascity.com/news/politics-government/article268942267.html', 'https://www.startribune.com/officials-id-man-hit-and-killed-by-a-light-rail-train-in-minneapolis/600207157', 'https://www.cbsnews.com/minnesota/news/woman-hit-by-train-in-delano-severely-injured/', 'https://bringmethenews.com/minnesota-news/snow-ice-factors-in-fatal-crash-on-minnesota-highway', 'https://www.kansascity.com/news/business/article268941917.html', 'https://www.kansascity.com/news/business/article269676406.html']"
train,crash,crossing,MINNESOTA,2023,1,"['https://kstp.com/kstp-news/top-news/twenty-years-later-tragic-anoka-train-crash-still-haunts-victims-family/', 'https://www.kansascity.com/news/local/article277904678.html', 'https://www.fox9.com/news/train-crashes-into-logging-truck-in-st-louis-county', 'https://www.nlc.org/article/2023/04/11/key-steps-to-prepare-your-city-for-a-train-derailment/', 'https://www.dakotanewsnow.com/2023/10/04/dna-identifies-two-men-killed-elkton-train-collision/', 'https://usafacts.org/articles/are-train-derailments-becoming-more-common/', 'https://www.pbs.org/newshour/nation/fiery-train-derailment-in-minnesota-prompts-evacuations-for-nearby-residents', 'https://www.valleynewslive.com/2023/09/11/semi-struck-by-train-roseau-county/', 'https://www.cbsnews.com/minnesota/news/several-injured-in-crash-between-car-2-light-rail-trains-in-downtown-minneapolis/', 'https://factcheck.afp.com/doc.afp.com.339T6LY']"
train,crash,crossing,MINNESOTA,2023,2,"['https://www.npr.org/2023/03/30/1166998646/minnesota-train-derailment-evacuation-fire-ethanol', 'https://bringmethenews.com/minnesota-news/freight-train-carrying-hazardous-material-derails-in-northeastern-minnesota', 'https://minnesotareformer.com/2023/04/07/__trashed-3__trashed/', 'https://www.usatoday.com/story/news/nation/2023/03/31/train-derailments-us-follow-years-cost-cutting-railroads/11479655002/', 'https://www.northernnewsnow.com/2023/04/21/no-injuries-after-train-truck-collision-near-floodwood/', 'https://www.kimt.com/news/governor-walz-visits-site-of-minnesota-train-derailment/article_ea62978e-cf28-11ed-b119-5f76e4b9e4cb.html', 'https://www.valleynewslive.com/2023/08/04/bnsf-train-derailment-near-perham-minn/', 'https://www.cbsnews.com/news/minnesota-train-derailment-large-fire-evacuations-burlington-northern-ethanol-corn-syrup/', 'https://bringmethenews.com/minnesota-news/bnsf-train-hauling-rocks-derails-in-sauk-rapids', 'https://www.cbsnews.com/minnesota/news/bnsf-train-carrying-rock-derails-near-st-cloud/']"
train,crash,crossing,MINNESOTA,2023,3,"['https://fox4kc.com/news/six-injured-after-train-strikes-semi-in-cass-county/', 'https://www.washingtonpost.com/nation/interactive/2023/long-trains-block-intersections-paramedics/', 'https://www.startribune.com/crash-closes-part-of-crosstown-hwy-62-south-minneapolis/600262224', 'https://www.startribune.com/click-it-or-ticket-1125-minnesota-motorists-didnt-and-were-cited-in-weeklong-crackdown/600310012', 'https://1079ishot.com/train-crash-18-wheeler-verot-school-road/', 'https://www.vice.com/en/article/dozens-of-freight-trains-including-at-least-15-carrying-hazardous-materials-have-derailed-since-east-palestine/', 'https://fortune.com/2023/06/27/freight-trains-derailment-railroad-industry-regulation-states-legislature/', 'https://1079ishot.com/bnsf-releases-statement-on-new-iberia-train-derailment/']"
train,crash,crossing,MINNESOTA,2024,1,"['https://www.cbsnews.com/minnesota/news/robbinsdale-car-train-crash/', 'https://bringmethenews.com/minnesota-news/watch-women-seriously-injured-as-vehicle-struck-by-train-at-robbinsdale-crossing', 'https://www.fox9.com/news/train-derailment-willmar-4-tankers-ethanol', 'https://www.startribune.com/2-women-in-suv-seriously-hurt-when-driver-crossed-in-front-of-train-in-west-metro/600387254', 'https://ccxmedia.org/news/robbinsdale-police-release-dashcam-video-of-train-vs-vehicle-collision/', 'https://www.wctrib.com/news/local/no-fire-or-injuries-when-train-derails-in-willmar-minnesota', 'https://krocnews.com/2-minnesota-women-serious-hurt-in-suv-freight-train-collision/', 'https://www.jsonline.com/story/communities/west/2024/08/20/amtrak-train-incident-in-oconomowoc-has-crossings-closed-police-say/74877580007/', 'https://wjon.com/no-one-hurt-in-train-vs-car-crash-early-sunday-morning/', 'https://www.kare11.com/article/news/local/2-women-seriously-hurt-after-train-hits-vehicle-in-robbinsdale/89-3cd59a32-87b2-472c-86c0-d27b7f030820']"
train,crash,crossing,MINNESOTA,2024,2,"['https://www.fox9.com/news/robbinsdale-train-vehicle-crash', 'https://www.cbsnews.com/minnesota/news/bnsf-train-carrying-consumer-goods-derails-near-big-lake/', 'https://ccxmedia.org/news/two-women-hospitalized-after-train-collision-in-robbinsdale/', 'https://www.wctrib.com/news/local/man-escapes-serious-injury-in-collision-with-train-near-regal-minnesota', 'https://bringmethenews.com/minnesota-news/bnsf-train-derails-near-big-lake-with-15-rail-cars-impacted', 'https://www.startribune.com/stuck-or-stalled-on-a-train-track-get-out-and-away-from-your-vehicle-fast/600351893', 'https://krocnews.com/crash-highway-14-dodge-county-mn/', 'https://www.fox9.com/video/1498084', 'https://bringmethenews.com/minnesota-news/8-train-cars-derail-in-willmar-no-threat-to-the-public', 'https://www.cbsnews.com/minnesota/news/pedestrian-fatally-struck-by-light-rail-train-in-st-paul/']"
train,crash,crossing,MINNESOTA,2024,3,"['https://bringmethenews.com/minnesota-news/northstar-service-to-twins-game-suspended-for-second-day-due-to-derailment', 'https://www.startribune.com/metro-transit-light-rail-crash-safety/601152135', 'https://finance-commerce.com/2024/09/railroads-must-address-derailment-risks-of-long-trains-report-says/', 'https://www.mprnews.org/story/2024/08/15/bridge-collapse-closes-ontario-rail-line-just-north-of-minnesota-border', 'https://www.kare11.com/article/news/local/pedestrian-struck-by-train-and-killed-in-st-cloud/89-55314d94-7fcd-42bc-aead-e940bb53c84f', 'https://kezj.com/canyon-county-train-collision-fatalities/', 'https://www.kare11.com/article/news/local/train-derailment-sherburne-county-sheriffs-office-big-lake/89-6b149534-3512-461d-a353-a4ca5a7903f1', 'https://www.keloland.com/keloland-com-original/how-long-can-a-still-train-block-an-intersection/', 'https://kstp.com/kstp-news/top-news/2-high-school-track-athletes-airlifted-to-hospital-after-being-hit-by-car-in-forest-lake/', 'https://bringmethenews.com/minnesota-news/railway-bridge-near-minnesota-canada-border-collapses']"
train,crash,crossing,MINNESOTA,2024,4,"['https://krocnews.com/crash-highway-52-near-rochester-mn-arrest/', 'https://www.voiceofalexandria.com/news/local/a-man-from-alexandria-is-involved-in-a-crash-that-injures-two-people/article_430bc51a-8006-11ef-8492-330d51414141.html', 'https://bringmethenews.com/minnesota-news/woman-fatally-struck-by-driver-while-crossing-street-in-shorewood', 'https://www.startribune.com/authorities-concerned-about-drivers-ignoring-school-buses/600337407', 'https://www.jsonline.com/story/communities/west/2024/08/27/police-identify-oconomowoc-bicyclist-killed-in-amtrak-train-accident/74965612007/', 'https://wbsm.com/mashpee-bridgewater-fatal-crash-lana-testa/', 'https://bringmethenews.com/minnesota-lifestyle/co-owner-of-sushi-train-to-open-new-noodle-shop-on-minneapolis-eat-street', 'https://www.newsline.com/news/breaking/jarrod-sweeney-st-cloud-locomotive']"
train,crash,crossing,SOUTH CAROLINA,2010,1,"['https://www.army.mil/article/42132/guardsman_receives_medal_of_valor_for_saving_life', 'https://wpde.com/news/local/coroner-ids-woman-killed-in-georgetown-county-crash', 'https://www.rheaheraldnews.com/news/local/article_25622b2c-0ddd-599c-bf23-b44f0ad8352f.html']"
train,crash,crossing,SOUTH CAROLINA,2011,1,['https://www.wbtv.com/story/14702934/train-derailment-causes-road-closures-in-union-county/']
train,crash,crossing,SOUTH CAROLINA,2012,1,"['https://www.augustachronicle.com/story/news/2012/01/20/stub-708/14510002007/', 'https://www.wistv.com/story/19319887/irmo-man-hit-by-train-in-upstate-leg-severed/']"
train,crash,crossing,SOUTH CAROLINA,2013,1,"['https://www.theguardian.com/world/2013/may/29/chemicals-explosion-baltimore-train-crash', 'https://wamu.org/story/13/09/18/several_deaths_reported_after_train_hits_bus_in_ottawa/', 'https://www.salon.com/2013/05/29/feds_investigate_maryland_train_explosion_ap/', 'https://daily-journal.com/news/local/truck-driver-survives-amtrak-train-crash-in-kankakee/article_15d82571-548d-519f-8f01-0d9d5a209c4e.html', 'https://www.sandiegouniontribune.com/2013/05/29/csx-md-train-explosion-caused-by-chemical-cargo/']"
train,crash,crossing,SOUTH CAROLINA,2014,1,"['https://www.dvidshub.net/news/129386/81st-rsc-memorializes-nine-wwi-fallen-train-crash-victims', 'https://www.live5news.com/story/25372294/emergency-officials-vehicle-causes-train-derailment-in-moncks-corner/', 'https://www.wyff4.com/article/greenville-native-killed-when-train-hits-car-in-tennessee-1/7009095']"
train,crash,crossing,SOUTH CAROLINA,2015,1,"['https://www.charlotteobserver.com/news/local/article9252647.html', 'https://www.wbtw.com/news/train-crashes-into-18-wheeler-in-south-carolina/', 'https://www.augustachronicle.com/story/news/2015/05/14/train-hits-semi-truck-johnston-no-one-hurt/14368480007/', 'https://www.thestate.com/news/state/article22479624.html', 'https://smithmountainlake.com/news/dan-casey-a-new-sign-marks-site-of-1889-train-wreck-in-thaxton/article_a451d432-7d6a-5ffd-a4fa-69a97f470afb.html', 'https://www.cecildaily.com/news/state_news/train-crash-highlights-danger-at-newark-rail-crossing/article_4cc50e4b-31a5-5dbd-9aa3-f5efdc8316a7.html', 'https://www.al.com/living/2015/01/alabamas_deadliest_historical.html', 'https://www.newarkpostonline.com/news/train-crash-highlights-danger-at-main-street-rail-crossing/article_ef464c1b-d461-564e-99d7-53ac1a686609.html', 'https://www.army.mil/article/156859/sc_guard_chaplains_provide_care_comfort_to_guardsmen_during_disaster', 'https://www.wbtv.com/story/30002686/amtrak-train-hits-flatbed-truck-at-nc-va-line/']"
train,crash,crossing,SOUTH CAROLINA,2015,2,['https://www.augustachronicle.com/story/news/2015/01/27/csx-train-derails-near-allendale-sc-spills-unidentified-chemicals/14378962007/']
train,crash,crossing,SOUTH CAROLINA,2016,1,"['https://www.wyff4.com/article/tractor-trailer-split-in-half-when-hit-by-train/7023557', 'https://www.gwinnettdailypost.com/local/train-crashes-into-truck-in-norcross-driver-cited/article_ff21cacf-b9ec-56ff-abe4-7ceb084df592.html', 'https://www.outsideonline.com/outdoor-adventure/environment/team-rubicon-takes-red-cross/', 'https://www.telegram.com/story/entertainment/2016/07/09/today-in-history-saturday-july-9/27519715007/']"
train,crash,crossing,SOUTH CAROLINA,2017,1,"['https://wpde.com/news/local/tractor-trailer-slams-into-amtrak', 'https://www.charlotteobserver.com/news/local/article138841088.html', 'https://www.nytimes.com/2017/12/18/us/amtrak-derailments.html', 'http://www.thestate.com/news/local/article183622816.html', 'https://abcnews.go.com/US/feds-launch-rail-crossing-safety-campaign-striking-video/story?id=44761520', 'https://abcnews4.com/news/local/train-car-collision-in-colleton-county-left-1-walterboro-man-dead']"
train,crash,crossing,SOUTH CAROLINA,2018,1,"['https://www.theguardian.com/us-news/2018/feb/04/dead-injured-south-carolina-train-crash', 'https://www.npr.org/2018/02/05/583455540/ntsb-looks-at-disabled-signals-locked-switch-in-latest-deadly-amtrak-crash', 'https://abcnews.go.com/US/amtrak-passenger-train-collides-freight-train-sc-injuries/story?id=52826058', 'https://www.usatoday.com/story/news/2018/02/04/fatal-amtrak-crash-raises-questions-rail-safety/305025002/', 'https://www.cbsnews.com/news/amtrak-train-crash-south-carolina-2-dead-live-updating-today-2018-02-04/', 'https://www.washingtonpost.com/news/dr-gridlock/wp/2018/02/04/at-least-2-dead-after-amtrak-train-collides-with-freight-train-in-south-carolina/', 'https://www.houstonpublicmedia.org/articles/news/2018/02/04/265740/south-carolina-train-crash-leaves-2-dead-nearly-90-hurt/', 'https://www.greenvilleonline.com/story/news/2018/04/23/taylors-train-collision/542722002/', 'https://www.foxnews.com/us/amtrak-csx-train-collision-in-south-carolina-leaves-2-dead-over-100-injured-officials-say', 'https://www.nbcnewyork.com/news/local/new-york-miami-amtrak-train-collides-with-csx-train-in-south-carolina-injuries-reported/1597977/']"
train,crash,crossing,SOUTH CAROLINA,2018,2,"['https://nypost.com/2018/02/07/the-major-issue-plaguing-accident-prone-amtrak/', 'https://www.seattletimes.com/nation-world/mom-previous-wreck-rattled-engineer-killed-in-train-crash/', 'https://www.nbcnews.com/news/us-news/even-when-not-fault-amtrak-can-bear-cost-accidents-n846926', 'https://www.jamaicaobserver.com/2018/02/03/two-dead-more-than-100-hurt-in-south-carolina-train-crash/', 'https://www.tcpalm.com/story/news/investigations/2018/01/18/public-safety-some-tc-rail-crossings-hands-unaccountable/1043600001/', 'https://www.pjstar.com/story/news/nation-world/2018/02/06/passengers-recount-smoke-blood-on/15305547007/', 'https://www.wctv.tv/content/news/GSP-investigating-crash-in-downtown-Hahira-472749653.html', 'https://abcnews.go.com/US/truck-driver-gop-train-crash-attempting-circumvent-closed/story?id=52852394', 'https://www.usatoday.com/story/news/2018/02/06/amtrak-crash-concerns/307948002/', 'https://www.nbcnews.com/news/us-news/brother-amtrak-employee-who-died-said-sibling-worried-about-safety-n844721']"
train,crash,crossing,SOUTH CAROLINA,2018,3,"['https://www.nbcnews.com/news/us-news/brother-amtrak-employee-who-died-said-sibling-worried-about-safety-n844721', 'https://www.jamaicaobserver.com/2018/02/03/two-dead-more-than-100-hurt-in-south-carolina-train-crash/', 'https://www.wbtw.com/news/state-regional-news/deadly-amtrak-train-crash-in-south-carolina/', 'https://www.tcpalm.com/story/news/investigations/2018/01/18/public-safety-some-tc-rail-crossings-hands-unaccountable/1043600001/', 'https://abc11.com/amtrak-south-carolina-crash-cayce/3031634/', 'https://wcti12.com/news/nation-world/two-people-dead-more-than-50-injured-in-train-collision-in-south-carolina', 'https://www.pjstar.com/story/news/nation-world/2018/02/06/passengers-recount-smoke-blood-on/15305547007/', 'https://www.blufftontoday.com/story/news/jasper-sun-times/2018/02/05/amtrak-crash-screams-cries-awakening-nightmare/14018728007/', 'https://www.wctv.tv/content/news/GSP-investigating-crash-in-downtown-Hahira-472749653.html', 'https://www.nydailynews.com/2018/02/04/two-dead-including-amtrak-engineer-who-feared-dying-on-the-job-in-horrific-sc-train-crash-another-116-injured/']"
