subject,action,spot,date,page,url
train,crash,crossing,2017-07-15,1,
train,crash,crossing,2017-07-16,1,https://www.dallasnews.com/news/2017/07/16/18-year-old-who-was-arrested-in-mesquite-park-fatal-shooting-also-flipped-stolen-car-in-police-chase/
train,crash,crossing,2017-07-17,1,
train,crash,crossing,2017-07-18,1,
train,crash,crossing,2017-07-19,1,
train,crash,crossing,2017-07-20,1,
train,crash,crossing,2017-07-21,1,https://www.lohud.com/story/news/transit/2017/07/21/ntsb-investigators-present-finding-metro-north-valhalla-crash-tuesday/496269001/
train,crash,crossing,2017-07-22,1,
train,crash,crossing,2017-07-23,1,
train,crash,crossing,2017-07-24,1,https://abc7ny.com/metro-north-crash-third-rail-3rd/1125030/
train,crash,crossing,2017-07-24,1,https://santamariatimes.com/news/local/woman-dead-in-guadalupe-train-vs-vehicle-crash/article_9fc7554f-a9d9-5c98-aeff-d2a5a707e01e.html
train,crash,crossing,2017-07-24,1,https://www.chicoer.com/general-news/20170724/corning-man-crossing-tracks-in-red-bluff-is-killed-by-train/
train,crash,crossing,2017-07-25,1,https://www.lohud.com/story/news/transit/2017/07/25/valhalla-train-crash-ntsb-ready-release-investigation-details/507783001/
train,crash,crossing,2017-07-25,1,https://www.cbsnews.com/newyork/news/metro-north-valhalla-crash-ntsb/
train,crash,crossing,2017-07-26,1,
train,crash,crossing,2017-07-27,1,https://www.lohud.com/story/opinion/editorials/2017/07/27/valhalla-train-crash-report-editorial/515821001/
train,crash,crossing,2017-07-27,1,https://www.lohud.com/story/news/investigations/2017/07/27/new-yorks-railroad-crossing-safety-study-overdue/517392001/
train,crash,crossing,2017-07-28,1,https://www.jeffcoso.org/press_view.php?id=1093
train,crash,crossing,2017-07-28,1,"http://www.chronline.com/stories/updated-curtis-man-injured-in-crash-with-steam-train-dies,24949"
train,crash,crossing,2017-07-29,1,
train,crash,crossing,2017-07-30,1,https://www.lohud.com/story/news/local/2017/07/30/valhalla-train-crash-there-were-some-real-heroes/516989001/
train,crash,crossing,2017-07-31,1,https://www.lohud.com/story/news/local/westchester/2017/07/31/finish-railroad-crossing-study/523553001/
train,crash,crossing,2017-07-31,1,https://www.lohud.com/story/opinion/contributors/2017/07/31/alan-brody-ellen-brody-valhalla/524951001/
train,crash,crossing,2017-08-01,1,
train,crash,crossing,2017-08-02,1,
train,crash,crossing,2017-08-03,1,
train,crash,crossing,2017-08-04,1,https://www.bloomberg.com/news/articles/2017-08-04/what-s-the-best-way-to-bike-over-railroad-tracks
train,crash,crossing,2017-08-05,1,
train,crash,crossing,2017-08-06,1,https://www.nottinghampost.com/news/woman-dies-after-being-hit-286842
train,crash,crossing,2017-08-07,1,
train,crash,crossing,2017-08-08,1,
train,crash,crossing,2017-08-09,1,
train,crash,crossing,2017-08-10,1,https://www.henryherald.com/news/train-slams-into-truck-in-locust-grove-shuts-down-parts-of-ga-42/article_f5d52510-0a70-5b1c-8ca4-d7a17a1afdde.html
train,crash,crossing,2017-08-10,1,https://www.wspynews.com/news/local/dwight-man-identified-as-pedestrian-killed-in-fatal-lasalle-county-train-accident/article_0d55e1fe-7b6c-11e7-bba6-2b5fccb5fe37.html
train,crash,crossing,2017-08-10,1,https://www.jacksonprogress-argus.com/news/update-train-slams-into-truck-in-locust-grove-shuts-down-parts-of-ga-42/article_59c00446-7de9-11e7-93c8-27fcad7eb7c7.html
train,crash,crossing,2017-08-10,1,https://www.wsbtv.com/news/local/henry-county/video-shows-train-slam-into-semi-truck-in-locust-grove/587482283/
train,crash,crossing,2017-08-11,1,https://www.theguardian.com/world/2017/aug/11/dozens-killed-injured-two-trains-collide-alexandria-egypt
train,crash,crossing,2017-08-11,1,"http://www.chronline.com/stories/state-commission-steam-train-group-did-not-properly-report-july-accident,24550"
train,crash,crossing,2017-08-12,1,https://www.aljazeera.com/news/2017/8/12/dozens-killed-in-alexandria-train-collision
train,crash,crossing,2017-08-12,1,https://www.hurriyetdailynews.com/egypt-train-crash-toll-hits-41-as-cranes-clear-busy-link-116654
train,crash,crossing,2017-08-13,1,https://abc30.com/train-crash-fatal-driver-killed-merced/2304529/
train,crash,crossing,2017-08-14,1,
train,crash,crossing,2017-08-15,1,
train,crash,crossing,2017-08-16,1,https://www.krem.com/article/traffic/traffic-news/state-taxpayers-may-pay-for-amtrak-derailment/281-464342360
train,crash,crossing,2017-08-17,1,https://www.thenewsherald.com/2017/08/17/cameras-now-available-to-check-train-crossings-in-huron-township/
train,crash,crossing,2017-08-17,1,https://leaderpost.com/news/local-news/ring-road-overpass-over-railway-would-take-years-to-build-cost-upwards-of-140-million
train,crash,crossing,2017-08-18,1,https://www.ketv.com/article/2-killed-after-their-car-collides-with-an-amtrak-train/12029500
train,crash,crossing,2017-08-18,1,https://www.pressconnects.com/story/news/public-safety/2017/08/18/car-struck-train-owego-drivers-injuries-minor/579181001/
train,crash,crossing,2017-08-18,1,https://wpde.com/news/local/tractor-trailer-slams-into-amtrak
train,crash,crossing,2017-08-18,1,https://wibx950.com/police-8-year-old-struck-by-van-while-crossing-street/
train,crash,crossing,2017-08-19,1,
train,crash,crossing,2017-08-20,1,
train,crash,crossing,2017-08-21,1,
train,crash,crossing,2017-08-22,1,https://wlos.com/news/local/great-smoky-train-hits-tour-bus-at-the-nantahala-outdoor-center
train,crash,crossing,2017-08-23,1,http://www.macon.com/news/local/article168862612.html
train,crash,crossing,2017-08-24,1,https://www.wqad.com/article/news/local/drone/8-in-the-air/vehicle-and-train-collide-in-early-morning-crash/526-3d6592ce-2787-46fd-bd27-652274ac0d6c
train,crash,crossing,2017-08-25,1,
train,crash,crossing,2017-08-26,1,
train,crash,crossing,2017-08-27,1,
train,crash,crossing,2017-08-28,1,https://www.dailynews.com/general-news/20170321/after-deaths-at-burbank-railroad-crossing-upgrade-puts-safer-future-on-track/
train,crash,crossing,2017-08-28,1,https://www.dailynews.com/general-news/20150224/metrolink-upgrades-since-glendale-chatsworth-crashes-may-have-saved-lives-in-oxnard/
train,crash,crossing,2017-08-28,1,https://www.dailynews.com/2016/01/12/woman-dead-in-metrolink-train-crash-in-rancho-cucamonga/
train,crash,crossing,2017-08-28,1,https://www.dailynews.com/2016/12/19/ntsb-deadly-oxnard-metrolink-train-crash-caused-by-sleep-deprived-truck-driver/
train,crash,crossing,2017-08-28,1,https://www.dailynews.com/2015/02/28/dollars-are-scarce-for-railroad-crossing-upgrades/
train,crash,crossing,2017-08-28,1,https://www.dailynews.com/general-news/20161121/train-stops-before-hitting-cars-on-north-hills-tracks-after-pursuit-crash/
train,crash,crossing,2017-08-28,1,https://www.dailynews.com/general-news/20151123/metro-blue-line-train-derails-in-crash/
train,crash,crossing,2017-08-29,1,https://www.lohud.com/story/news/transit/2017/08/29/ntsb-believes-ellen-schaeffer-brody-distracted-before-2015-valhalla-train-crash/611846001/
train,crash,crossing,2017-08-29,1,https://www.clickorlando.com/news/2017/08/29/spike-in-sunrail-deaths-100-percent-preventable-fhp-says/
train,crash,crossing,2017-08-29,1,https://www.whittierdailynews.com/2014/01/09/metrolink-train-kills-bicyclist-in-santa-fe-springs/
train,crash,crossing,2017-08-30,1,https://www.sgvtribune.com/general-news/20150901/3-taken-to-hospital-after-train-big-rig-crash-in-industry/
train,crash,crossing,2017-08-30,1,https://www.newsday.com/long-island/suffolk/lirr-delays-on-ronkonkoma-branch-after-train-hits-vehicle-y23735
train,crash,crossing,2017-08-30,1,https://www.whittierdailynews.com/2017/06/04/man-struck-by-train-while-listening-to-headphones-in-montebello/
train,crash,crossing,2017-08-30,1,https://www.sgvtribune.com/20130115/update-train-collides-with-truck-in-industry-driver-hurt/
train,crash,crossing,2017-08-31,1,
train,crash,crossing,2017-09-01,1,https://www.presstelegram.com/general-news/20150205/riders-sad-and-fearful-return-to-line-where-train-crashed
train,crash,crossing,2017-09-02,1,
train,crash,crossing,2017-09-03,1,
train,crash,crossing,2017-09-04,1,
train,crash,crossing,2017-09-05,1,
train,crash,crossing,2017-09-06,1,
train,crash,crossing,2017-09-07,1,https://www.wkyt.com/content/news/Two-die-in-Clark-County-train-crash-442987943.html
train,crash,crossing,2017-09-08,1,
train,crash,crossing,2017-09-09,1,
train,crash,crossing,2017-09-10,1,https://www.armytimes.com/news/your-army/2017/09/10/nco-blamed-for-accident-that-killed-nine-soldiers-at-fort-hood/
train,crash,crossing,2017-09-11,1,
train,crash,crossing,2017-09-12,1,
train,crash,crossing,2017-09-13,1,
train,crash,crossing,2017-09-14,1,https://wwmt.com/news/local/pedestrian-struck-killed-by-train-in-marcellus
train,crash,crossing,2017-09-15,1,
train,crash,crossing,2017-09-16,1,https://6abc.com/philadelphia-news-transit-train-septa/2423570/
train,crash,crossing,2017-09-17,1,
train,crash,crossing,2017-09-18,1,
train,crash,crossing,2017-09-19,1,https://www.kiro7.com/news/south-sound-news/driver-killed-in-tacoma-train-crash/611471436/
train,crash,crossing,2017-09-19,1,http://www.thenewstribune.com/news/local/article174146801.html
train,crash,crossing,2017-09-20,1,https://www.wfmj.com/story/36384730/north-jackson-teen-killed-three-injured-in-niles-crash
train,crash,crossing,2017-09-21,1,https://www.carscoops.com/2017/09/train-smashes-into-car-at-north/
train,crash,crossing,2017-09-22,1,https://www.whas11.com/article/news/s-indiana-mother-charged-in-crash-that-killed-her-two-children/417-477946563
train,crash,crossing,2017-09-22,1,https://www.northjersey.com/story/news/watchdog/2017/09/22/ntsb-documents-cast-doubt-hoboken-engineers-alertness-before-crashvideo-train-event-data-suggest-hob/693998001/
train,crash,crossing,2017-09-23,1,
train,crash,crossing,2017-09-24,1,
train,crash,crossing,2017-09-25,1,https://www.wlky.com/article/community-supports-mother-accused-in-crash-that-killed-her-kids/12465988
train,crash,crossing,2017-09-25,1,https://www.whio.com/news/local/pedestrian-hit-killed-train-miamisburg/iXcLTBEkVNSGmq9Q9nn9pK/
train,crash,crossing,2017-09-26,1,
train,crash,crossing,2017-09-27,1,https://www.wbrc.com/story/36464341/update-1-lane-of-highway-25-in-calera-reopens-following-train-accident/
train,crash,crossing,2017-09-27,1,https://www.cbs42.com/news/hwy-25-in-calera-closed-after-train-collides-with-tractor-trailer/
train,crash,crossing,2017-09-27,1,https://www.clickorlando.com/news/2017/09/27/amtrak-train-strikes-kills-2-people-in-winter-park-police-say/
train,crash,crossing,2017-09-28,1,https://www.lakecountyil.gov/CivicAlerts.asp?AID=946&ARC=1724
train,crash,crossing,2017-09-28,1,https://www.chicagotribune.com/2017/09/28/woman-killed-by-metra-train-as-officers-promoted-rail-safety-week-nearby/
train,crash,crossing,2017-09-29,1,
train,crash,crossing,2017-09-30,1,
train,crash,crossing,2017-10-01,1,
train,crash,crossing,2017-10-02,1,https://www.nottinghampost.com/news/nottingham-news/man-killed-train-track-crossing-566921
train,crash,crossing,2017-10-03,1,
train,crash,crossing,2017-10-04,1,
train,crash,crossing,2017-10-05,1,https://southpasadenan.com/breaking-news-fatality-metro-train-accent-on-meridian-south-pasadena/
train,crash,crossing,2017-10-05,1,https://www.theguardian.com/inequality/2017/oct/05/riding-the-beast-child-migrants-reveal-full-horror-of-their-journeys-to-us
train,crash,crossing,2017-10-06,1,https://www.rferl.org/a/russia-train-bus-deadly-collision-vladimir-oblast/28776972.html
train,crash,crossing,2017-10-07,1,https://www.gulf-times.com/story/566467/at-least-16-die-as-train-crashes-into-bus-in-russia
train,crash,crossing,2017-10-08,1,http://tt.loopnews.com/content/mother-rescues-infant-seconds-train-hits-their-suv
train,crash,crossing,2017-10-09,1,
train,crash,crossing,2017-10-10,1,
train,crash,crossing,2017-10-11,1,
train,crash,crossing,2017-10-12,1,https://www.10news.com/news/judge-announces-decision-in-civil-lawsuit-over-carlsbad-train-crossing
train,crash,crossing,2017-10-13,1,https://www.wbaltv.com/article/light-rail-train-vehicle-collide-in-ferndale/12844883
train,crash,crossing,2017-10-14,1,https://www.cbs17.com/news/train-hits-18-wheeler-after-trailer-gets-stuck-at-nc-crossing/
train,crash,crossing,2017-10-15,1,https://cbs12.com/news/local/2-killed-after-tri-rail-crash-in-pompano-beach
train,crash,crossing,2017-10-16,1,
train,crash,crossing,2017-10-17,1,
train,crash,crossing,2017-10-18,1,
train,crash,crossing,2017-10-19,1,https://www.northjersey.com/story/news/transportation/2017/10/19/bergen-county-worst-northeast-railroad-crossing-crashes/777549001/
train,crash,crossing,2017-10-20,1,https://abcnews4.com/news/local/train-car-collision-in-colleton-county-left-1-walterboro-man-dead
train,crash,crossing,2017-10-21,1,https://www.knoxnews.com/story/news/2017/10/21/kpd-train-derails-north-knoxville/788223001/
train,crash,crossing,2017-10-22,1,https://www.kcrg.com/content/news/Train-and-car-collide-in-West-Liberty--452314533.html
train,crash,crossing,2017-10-23,1,
train,crash,crossing,2017-10-24,1,https://www.lohud.com/story/news/transit/2017/10/24/westchester-rail-collisions-deadly/790234001/
train,crash,crossing,2017-10-24,1,https://www.lohud.com/story/news/transit/2017/10/25/mount-pleasant-rail-crossing-closures/798196001/
train,crash,crossing,2017-10-25,1,https://www.ktvu.com/news/tower-of-power-member-returns-to-yoshis-following-horrific-train-accident
train,crash,crossing,2017-10-26,1,https://www.voanews.com/a/finland-train-crash/4086939.html
train,crash,crossing,2017-10-26,1,https://www.tokyoreporter.com/japan-news/national/train-crushes-car-attempting-to-closing-crossing-in-tokyo/
train,crash,crossing,2017-10-26,1,https://www.denverpost.com/2017/10/26/greeley-quiet-zone-railroad-crossings/
train,crash,crossing,2017-10-26,1,http://barbados.loopnews.com/content/train-slams-finnish-military-truck-crossing-4-dead-3
train,crash,crossing,2017-10-26,1,https://www.ksat.com/sa-live/2017/10/26/south-texas-haunted-folklore-the-tale-of-the-haunted-railroad-tracks/
train,crash,crossing,2017-10-27,1,https://www.opb.org/news/article/amtrak-kelso-washington-collides-with-vehicle-2-dead/
train,crash,crossing,2017-10-27,1,https://www.pasadenastarnews.com/2017/10/27/pedestrian-struck-killed-by-metrolink-train-in-burbank/
train,crash,crossing,2017-10-28,1,
train,crash,crossing,2017-10-29,1,https://www.mysanantonio.com/lifestyle/article/San-Antonio-s-ghost-tracks-an-urban-legend-12315211.php
train,crash,crossing,2017-10-30,1,
train,crash,crossing,2017-10-31,1,
train,crash,crossing,2017-11-01,1,
train,crash,crossing,2017-11-02,1,
train,crash,crossing,2017-11-03,1,https://www.theadvocate.com/baton_rouge/news/got-ideas-for-making-baton-rouge-railroad-crossings-safer-attend-dotds-public-meeting-nov-6/article_a7f55cb2-c0b8-11e7-b447-a362dd2c2fab.html
train,crash,crossing,2017-11-04,1,
train,crash,crossing,2017-11-05,1,
train,crash,crossing,2017-11-06,1,https://www.bellinghamherald.com/news/traffic/rules-of-the-road/article182679271.html
train,crash,crossing,2017-11-06,1,https://www.jsonline.com/story/communities/lake-country/news/merton/2017/11/06/motorist-killed-after-train-strikes-his-truck-merton/837932001/
train,crash,crossing,2017-11-07,1,https://fox59.com/news/fatal-crash-prompts-new-warnings-concerns-about-railroad-crossing-safety/
train,crash,crossing,2017-11-08,1,https://www.lohud.com/story/news/transit/2017/11/08/valhalla-train-crash-lawsuits/839269001/
train,crash,crossing,2017-11-09,1,https://abc7chicago.com/cta-pink-line-train-crash-hits-car/2622388/
train,crash,crossing,2017-11-09,1,https://www.tcpalm.com/story/opinion/columnists/rich-campbell/2017/11/09/deaths-harbinger-things-come-brightline-rich-campbell/839120001/
train,crash,crossing,2017-11-10,1,
train,crash,crossing,2017-11-11,1,
train,crash,crossing,2017-11-12,1,https://www.firstcoastnews.com/article/news/local/man-dog-killed-by-train-in-crash-off-edgewood-avenue/77-491292997
train,crash,crossing,2017-11-13,1,
train,crash,crossing,2017-11-14,1,https://www.mrt.com/news/slideshow/Show-of-Support-anniversary-166747.php
train,crash,crossing,2017-11-14,1,https://ottawacitizen.com/news/local-news/the-seventh-victim-after-the-bus-train-crash-greg-mech-was-never-the-same
train,crash,crossing,2017-11-15,1,
train,crash,crossing,2017-11-16,1,
train,crash,crossing,2017-11-17,1,https://www.cornwalllive.com/news/cornwall-news/new-great-western-train-cornwall-781229
train,crash,crossing,2017-11-18,1,
train,crash,crossing,2017-11-19,1,
train,crash,crossing,2017-11-20,1,https://stlucia.loopnews.com/index.php/content/watch-car-split-two-weekend-accident-4
train,crash,crossing,2017-11-21,1,https://www.floridatoday.com/story/news/2017/11/21/truck-driver-dies-after-train-crash-near-cocoa-beau-geste-road/885496001/
train,crash,crossing,2017-11-22,1,
train,crash,crossing,2017-11-23,1,
train,crash,crossing,2017-11-24,1,
train,crash,crossing,2017-11-25,1,https://www.vcstar.com/story/news/local/communities/ventura/2017/11/25/auto-train-crash-ventura-situation-grim/895393001/
train,crash,crossing,2017-11-26,1,
train,crash,crossing,2017-11-27,1,
train,crash,crossing,2017-11-28,1,
train,crash,crossing,2017-11-29,1,https://www.desmoinesregister.com/story/news/local/columnists/kyle-munson/2017/11/29/41-years-after-she-tragically-lost-5-family-members-daughter-meets-journalist/858168001/
train,crash,crossing,2017-11-30,1,https://www.wesh.com/article/1-dead-after-sunrail-train-hits-semi-truck-in-altamonte-springs/13987939
train,crash,crossing,2017-11-30,1,https://www.railtechnologymagazine.com/Rail-News/nr-at-fault-for-potentially-disastrous-liverpool-lime-street-wall-collapse
train,crash,crossing,2017-12-01,1,
train,crash,crossing,2017-12-02,1,
train,crash,crossing,2017-12-03,1,
train,crash,crossing,2017-12-04,1,
train,crash,crossing,2017-12-05,1,
train,crash,crossing,2017-12-06,1,
train,crash,crossing,2017-12-07,1,
train,crash,crossing,2017-12-08,1,https://www.wjcl.com/article/one-person-dead-in-hardeeville-train-crash/14384165
train,crash,crossing,2017-12-08,1,https://texashillcountry.com/history-katy-railroad/
train,crash,crossing,2017-12-09,1,
train,crash,crossing,2017-12-10,1,
train,crash,crossing,2017-12-11,1,
train,crash,crossing,2017-12-12,1,https://6abc.com/pennsylvania-news-septa-accident-delays-glenside/2772254/
train,crash,crossing,2017-12-13,1,https://www.desmoinesregister.com/story/news/2017/12/13/famous-iowans-kate-shelley-boone-iowa-railroad-bridge-train-hero/948210001/
train,crash,crossing,2017-12-14,1,https://www.theguardian.com/world/2017/dec/14/school-bus-and-train-in-serious-accident-in-southern-france
train,crash,crossing,2017-12-14,1,https://www.naharnet.com/stories/en/239625-french-school-bus-crash-toll-rises-to-6
train,crash,crossing,2017-12-14,1,http://jamaica.loopnews.com/content/report-says-french-school-bus-fatal-train-crash
train,crash,crossing,2017-12-14,1,http://stlucia.loopnews.com/content/report-says-french-school-bus-fatal-train-crash-2
train,crash,crossing,2017-12-14,1,http://barbados.loopnews.com/content/report-says-french-school-bus-fatal-train-crash-1
train,crash,crossing,2017-12-14,1,http://stlucia.loopnews.com/content/latest-french-prime-minister-cause-crash-unknown-3
train,crash,crossing,2017-12-15,1,https://abc7chicago.com/train-crash-deadly-woman-killed-man-hurt/2784213/
train,crash,crossing,2017-12-15,1,https://www.cbsnews.com/news/france-train-crash-with-school-bus-cuts-vehicle-in-two/
train,crash,crossing,2017-12-15,1,https://www.theguardian.com/world/2017/dec/15/french-school-bus-train-crash-death-toll-rises
train,crash,crossing,2017-12-15,1,https://wpde.com/news/local/train-death-sends-a-message-about-safety
train,crash,crossing,2017-12-15,1,https://www.scmp.com/news/world/europe/article/2124401/four-french-children-killed-after-train-rams-school-bus
train,crash,crossing,2017-12-15,1,https://www.wfmz.com/news/area/lehighvalley/driver-killed-in-alburtis-train-crash-identified/article_bf63097e-22d6-576c-986b-bfb5524f96ec.html
train,crash,crossing,2017-12-15,1,https://www.sltrib.com/news/2017/12/15/salt-lake-city-man-sentenced-to-to-prison-for-car-vs-frontrunner-crash-that-killed-his-pregnant-passenger/
train,crash,crossing,2017-12-15,1,https://stlucia.loopnews.com/content/6-children-dead-train-bus-crash-france-cause-unknown-4
train,crash,crossing,2017-12-16,1,https://www.chattanoogan.com/2017/12/16/360061/Tragic-1907-Blast-At-Chattanooga-Creek.aspx
train,crash,crossing,2017-12-16,1,https://www.newsofbahrain.com/world/40388.html
train,crash,crossing,2017-12-17,1,
train,crash,crossing,2017-12-18,1,https://www.seattletimes.com/seattle-news/train-derails-from-bridge-onto-interstate-5-near-olympia/
train,crash,crossing,2017-12-18,1,http://www.thenewstribune.com/news/local/article190312794.html
train,crash,crossing,2017-12-18,1,https://www.usatoday.com/story/news/nation-now/2017/12/18/amtrak-train-derails-dangles-over-interstate-washington-state/960946001/
train,crash,crossing,2017-12-18,1,https://www.seattlepi.com/seattlenews/article/Timeline-Deadly-Amtrak-crashes-12439014.php
train,crash,crossing,2017-12-18,1,https://www.cbsnews.com/news/amtrak-derailment-what-to-know-high-speed-train-amtrak-cascades-route-today/
train,crash,crossing,2017-12-18,1,https://www.detroitnews.com/story/news/nation/2017/12/18/train-derailment-washington-state/108717318/
train,crash,crossing,2017-12-18,1,https://www.cjonline.com/story/news/2017/12/18/amtrak-train-hurtles-overpass-least-6-people-killed/16517076007/
train,crash,crossing,2017-12-18,1,https://www.seattletimes.com/seattle-news/transportation/derailment-occurred-along-new-181m-rail-corridor/
train,crash,crossing,2017-12-18,1,https://www.seattletimes.com/seattle-news/eagle-scout-rushed-to-help-comfort-victims-of-washington-amtrak-crash/
train,crash,crossing,2017-12-19,1,https://www.washingtonpost.com/news/dr-gridlock/wp/2017/12/18/amtrak-train-derails-in-washington-state-rail-cars-fall-onto-interstate-5/
train,crash,crossing,2017-12-19,1,https://www.seattletimes.com/seattle-news/these-are-some-of-the-people-who-rushed-to-help-survivors-of-the-amtrak-train-derailment/
train,crash,crossing,2017-12-19,1,https://www.buzzfeednews.com/article/briannasacks/washington-amtrak-train-ptc-derailment
train,crash,crossing,2017-12-19,1,https://www.tcpalm.com/story/opinion/columnists/rich-campbell/2017/12/19/can-treasure-coast-coexist-brightline-passenger-rail-we-shall-see-rich-campbell/961099001/
train,crash,crossing,2017-12-19,1,https://www.washingtonpost.com/graphics/2017/national/amtrak-derail-washington/
train,crash,crossing,2017-12-20,1,https://www.freep.com/story/news/local/michigan/2017/12/20/authorities-identify-michigan-pickup-driver-killed-amtrak-train/969853001/
train,crash,crossing,2017-12-21,1,https://www.seattletimes.com/seattle-news/deadly-amtrak-crash-and-sharp-tax-cuts-suggest-americans-lack-of-respect-for-common-good/
train,crash,crossing,2017-12-22,1,https://www.seattlepi.com/seattlenews/article/NTSB-Amtrak-501-traveling-at-78-mph-just-before-12450223.php
train,crash,crossing,2017-12-23,1,https://www.newsbug.info/rensselaer_republican/rensselaer-sighs-with-relief-none-harmed-in-16-car-train-crash/article_eaab2e10-e7c3-11e7-a339-bb8d39c32503.html
train,crash,crossing,2017-12-24,1,
train,crash,crossing,2017-12-25,1,https://www.duluthnewstribune.com/news/collision-as-case-study-are-stop-signs-enough-at-rural-railroad-crossings
train,crash,crossing,2017-12-26,1,
train,crash,crossing,2017-12-27,1,https://www.lohud.com/story/news/investigations/2017/12/27/metro-north-train-accident/976578001/
train,crash,crossing,2017-12-28,1,
train,crash,crossing,2017-12-29,1,https://www.tehachapinews.com/news/accident-involving-train-and-van-on-tehachapi-boulevard/article_3c3f189e-ecc0-11e7-b50d-cbdd7c1a259c.html
train,crash,crossing,2017-12-30,1,
train,crash,crossing,2017-12-31,1,
train,crash,crossing,2018-01-01,1,https://www.greenvilleonline.com/story/news/local/2018/01/01/man-killed-train-downtown-battle-creek/994723001/
train,crash,crossing,2018-01-02,1,https://www.seattletimes.com/seattle-news/transportation/straightening-of-curve-at-derailment-site-in-dupont-had-not-been-state-priority/
train,crash,crossing,2018-01-03,1,
train,crash,crossing,2018-01-04,1,https://www.theguardian.com/world/2018/jan/04/south-africa-train-crash-leaves-at-least-14-people-dead-and-scores-injured
train,crash,crossing,2018-01-04,1,https://www.voanews.com/a/eighteen-killed-hundreds-injured-south-africa-train-crash/4192767.html
train,crash,crossing,2018-01-04,1,https://cbsaustin.com/news/local/man-killed-in-crash-with-train-in-caldwell-co
train,crash,crossing,2018-01-04,1,https://www.fox61.com/article/news/local/outreach/awareness-months/amtrak-train-fatally-strikes-11-year-old-wearing-headphones-looking-at-phone/520-1eeee3e2-db3f-429e-bd04-9e525f09daa1
train,crash,crossing,2018-01-04,1,https://www.voanews.com/a/south-africa-train-crash-/4192037.html
train,crash,crossing,2018-01-04,1,https://www.gulf-times.com/story/576984/14-dead-180-injured-as-train-ploughs-into-truck-in-s-africa
train,crash,crossing,2018-01-05,1,https://www.aol.com/article/news/2018/01/05/amtrak-train-fatally-hits-11-year-old-girl-wearing-headphones-looking-at-phone/23325086/
train,crash,crossing,2018-01-05,1,https://www.thetimes.com/world/africa/article/18-die-as-south-africa-train-crashes-into-lorry-on-level-crossing-fxb2w3mzz
train,crash,crossing,2018-01-05,1,https://www.oxygen.com/crime-time/11-year-old-girl-killed-by-train-while-looking-at-phone-wearing-headphones
train,crash,crossing,2018-01-06,1,
train,crash,crossing,2018-01-07,1,
train,crash,crossing,2018-01-08,1,https://www.thedailyjournal.com/story/news/2018/01/08/vineland-woman-uninjured-after-crash-into-train/1013949001/
train,crash,crossing,2018-01-09,1,https://www.aljazeera.com/news/2018/1/9/johannesburg-train-collision-leaves-hundreds-injured
train,crash,crossing,2018-01-10,1,https://www.nwpb.org/2018/01/10/5-driver-nearly-crushed-derailed-amtrak-train-haunted-memories/
train,crash,crossing,2018-01-10,1,https://www.news24.com/citypress/news/inquiry-to-look-into-kroonstad-train-crash-20180110
train,crash,crossing,2018-01-11,1,https://www.wlky.com/article/1-dead-after-truck-hits-pedestrian-crossing-bride/15060092
train,crash,crossing,2018-01-12,1,
train,crash,crossing,2018-01-13,1,http://www.miamiherald.com/news/local/article194562779.html
train,crash,crossing,2018-01-14,1,
train,crash,crossing,2018-01-15,1,https://www.statesman.com/story/news/local/2018/01/15/just-in-semi-truck-train-collide-along-us-79-in-hutto/10407739007/
train,crash,crossing,2018-01-15,1,https://www.kxan.com/news/semi-truck-and-freight-train-collide-in-hutto/
train,crash,crossing,2018-01-15,1,https://www.wspa.com/news/pastor-and-wife-killed-when-suv-collides-with-train-in-nc/
train,crash,crossing,2018-01-16,1,https://www.thereporter.com/general-news/20180116/man-killed-when-car-collides-with-amtrak-train-in-rural-dixon/
train,crash,crossing,2018-01-17,1,
train,crash,crossing,2018-01-18,1,https://www.tcpalm.com/story/news/investigations/2018/01/18/public-safety-some-tc-rail-crossings-hands-unaccountable/1043600001/
train,crash,crossing,2018-01-18,1,https://www.palmbeachpost.com/story/news/2018/01/18/update-police-say-man-pedaled/7534493007/
train,crash,crossing,2018-01-19,1,
train,crash,crossing,2018-01-20,1,https://www.kansascity.com/news/local/article195777994.html
train,crash,crossing,2018-01-20,1,https://daily-journal.com/news/local/train-wreck-at-the-kankakee-bridge/article_ef9b723d-a89d-5134-948f-b51e67419254.html
train,crash,crossing,2018-01-20,1,https://www.fox5atlanta.com/news/tractor-trailer-split-by-high-speed-train-in-norcross
train,crash,crossing,2018-01-20,1,https://www.santacruzsentinel.com/business/20180120/train-from-san-joses-frontier-village-t-bones-van-at-shopping-mall/
train,crash,crossing,2018-01-21,1,
train,crash,crossing,2018-01-22,1,https://www.mtdemocrat.com/news/bam-train-s-chug-unplugged-at-burke-junction/article_28bc1444-f093-55c6-98f1-2088f58ea635.html
train,crash,crossing,2018-01-23,1,
train,crash,crossing,2018-01-24,1,https://www.tcpalm.com/story/news/local/shaping-our-future/all-aboard-florida/2018/01/24/brightline-fatality-video-reveals-details-accident-killed-51-year-old-bicyclist/1061171001/
train,crash,crossing,2018-01-24,1,https://www.palmbeachpost.com/story/news/2018/01/24/new-police-id-broward-man/7628967007/
train,crash,crossing,2018-01-25,1,https://www.modbee.com/news/local/article196702599.html
train,crash,crossing,2018-01-25,1,https://www.dailynews.com/2018/01/25/photos-a-look-back-at-the-2005-metrolink-train-crash-in-glendale/
